text_a	text_b	labels
Representation	Enough enough	0.0
	What is the representation	5.0
	Cooper	1.0
Something that  so kind of like a picture of something	Yeah its a picture of something	4.0
Kind of like if you do 13 Ill show a picture of	Exactly	0.0
	So we have different representations	0.0
	We have number sentences	0.0
	So what you guys need to do is match them up and choose four to write Oh two actually	0.0
	Just choose two of the situations two of the number sentences to write a number story okay	1.0
	So more of the same	0.0
	Any questions about what you need to do	1.0
	All right as always I am available to help	0.0
I	You need what	1.0
	Do you have a question	1.0
What do you mean like match them up	Im sorry	0.0
What do yo mean like match them up	So youre going to have a representation so a picture	0.0
	You need to match the picture with the multiplication problem	0.0
You mean cut them out	Yeah	0.0
Oh its kind of like the	Matching game	0.0
Yeah	Ooh a matching game	0.0
	Youre going to work with your shoulder partner	1.0
We have your scissors	You guys can Actually will you put your cards on my desk please	0.0
	there where the scissors are	0.0
	Our scissors are there in case you need them	0.0
	Im sorry what	1.0
	Can you do it when	1.0
	At some point	1.0
	So let me	0.0
	All right	0.0
	How were doing	1.0
	Stand up if you approved of your partner	0.0
	All right	0.0
	Noah Erics not going to be here today so do you want sit here so that you can be  partner	0.0
	All right showdown	0.0
	So I think youll learn a lot from Noah	0.0
	Oh stand up or take off your You approved of your partners	0.0
	All right	0.0
	give me an example of one of your partners  that you really liked	2.0
	Well I like the simple one which it two eighths	0.0
	Thats awesome	0.0
	I like simple ones too	0.0
Four 16ths	Awesome	0.0
Three 12ths	Three 12th	3.0
Six 24ths	Six 24ths awesome	4.0
	She take yours	2.0
	How about 10 400ths	0.0
	Okay	0.0
	All right lets keep going	0.0
	Showdown	0.0
	Put your  when you have approved of your partners	0.0
	All right	0.0
	Lets see Anna give me one  from your partner	0.0
	Im sorry	1.0
	Nice	0.0
	Awesome	0.0
16 24ths	16 24ths	3.0
	Yup awesome	0.0
	Okay and lucky last	1.0
12 18ths	12 18ths	3.0
	So Id have to think about this	0.0
	So thats	0.0
Six	Six	3.0
	Yeah	0.0
	Good job thank you	0.0
	Whatever you do to the numerator you do to the denominator	0.0
	Right	0.0
	All right whatever you do to the numerator do to the denominator you guys that is the easiest way to find equivalent fractions	0.0
	No	0.0
	No	0.0
	Well I mean	0.0
Does that work	Well this isnt how you would ever express that	0.0
Oh	But I mean technically its true	0.0
	Yeah	0.0
	I mean conceptually it works but I have never seen	0.0
	So fractions always have a whole number on the top and bottom	0.0
	So what they would do is they would simplify that to one seventh	0.0
Yeah I know	Because it represents the same thing right	1.0
	One divided by seven you get the same number as if you divided this by this	0.0
Im finding the equivalent right	Okay	0.0
	Take off if you agreed with your partner	2.0
	Oh sorry showdown	0.0
	I already had a battle	0.0
Yeah	All right take off when you agree with all of your partners answers	0.0
	Are you guys checking each others	2.0
Yes	All right	0.0
	Isaac give me Justins best one	0.0
Two 12 16	Two	3.0
	Yes who has two 14ths	1.0
Yeah	What was your favorite	5.0
What was my	Your favorite one of Isaacs	1.0
Four 28ths	Four 28ths thats awesome	4.0
	What was your favorite Landon	5.0
Well its probably	Yeah I like that	0.0
	Thats good thats solid	0.0
	That is a solid answer	0.0
	Thats very solid	0.0
	So you guys are better at your multiplication	0.0
	Some of you are better at multiplication than I am	0.0
	Okay	0.0
	All right	0.0
	All right	0.0
	Yeah	0.0
	Hes not the maths Ms Gibson	0.0
Yeah	Yeah you should ask him about it	0.0
	Id be interested to know	0.0
	What	1.0
	But its good thinking	0.0
	I mean it shows that he really understands	0.0
	You get past	0.0
	Hes all fancy	0.0
	Yes	0.0
	All right showdown	0.0
	This is correct	0.0
	Three Is that six 16ths	1.0
	So then you want to multiply  and you get nine	0.0
	And then eight times three	0.0
	No three times nine  numerator and denominator by the same number	0.0
	Were you guys battling	1.0
	All right did you guys showdown yet	1.0
Yeah	Okay so take off if you agreed with all of your partners	0.0
	Brielle	1.0
Nine 24ths	Nine 24ths does that work	1.0
	Three times three is nine	0.0
	Eight times three is 24	0.0
	Nice	0.0
	Mia	1.0
Six 16ths	Six 16ths	3.0
	Three times two is six eight times two is 16	0.0
	Awesome	0.0
	Aaron	1.0
	12 20 32	4.0
	Yeah	0.0
	Thats a three	0.0
	Yeah	0.0
	So 12 30 seconds three times four is 12 and eight times four is 32	0.0
	Awesome	0.0
24 64ths	24 64ths	3.0
	So you multiplied by eight yup	1.0
	Three times eight is 24 eight times eight is 64	0.0
	Fancy fancy nice you guys	0.0
	All right so were going to move on	0.0
	Good work	0.0
	Really good work	0.0
	Im impressed	0.0
	All right	0.0
	So lets go on to do	0.0
	Okay so were going to read about	0.0
	Okay work with a partner	0.0
	One of you needs to find in your student reference book or your ebook factors	0.0
	I dont know what page its on but look up factors and then list all of the factors of 36	0.0
	The other partner needs to go to their student reference book and list the first six multiples of the number eight	0.0
	Tell your partner what you learned and share your list of numbers	5.0
	So in your partner groups the person with the shortest hair is going to look up factors	0.0
	And the person with the longest hair is going to look up multiples	0.0
	And you guys each have an assignment to do with that	0.0
	So go in your ebook	0.0
	You have to look it up youre going to have to	0.0
	Its in your Chromebooks	0.0
	In your Chromebooks people	0.0
	Chromebooks	0.0
	Its in your Chromebook your student reference book in your Chromebook	0.0
	When you get a page will you please tell me so you can help the class	1.0
	Yup	0.0
	Which one are you doing	1.0
	You guys  he has the longer hair	0.0
	What are you doing	1.0
	Youll do factors	0.0
	Come on Cooper this is being ready for school	0.0
	All right	0.0
	You have to go	0.0
	Okay so you have to sign in through your dashboard and then go to McGraw Hill	0.0
Oh okay	Oops	0.0
	This is going to watch me walk down the hall	0.0
	Im going to go get a Chromebook	0.0
	Once you go to Chromebook or once youre in your Factors are on page what	0.0
	Oh theyre on the same page	0.0
	Awesome	0.0
	So theyre both on page 73	0.0
	72 73	0.0
	Uhoh	0.0
	Can somebody pick up that water bottle	0.0
	All right	0.0
	So you guys have an assignment	0.0
	Are you guys here	0.0
	You need to read about them	0.0
	One of you is doing multiples the other is doing factors	0.0
	Okay so did you guys split it up	0.0
	Okay	0.0
	And then theres an assignment	0.0
	The person doing factors needs to find all the factors of 36	0.0
	And the person doing multiples needs to find the first six multiples of the number eight	0.0
Im doing the first six multiples of eight	Colins got a good start	0.0
All right found it	No you have to do it	0.0
	You have to understand what factors are and then you can find it	0.0
I found eight and sixes	Mask check	0.0
	I see three of you that have your masks below your nose	0.0
	Okay	0.0
	Are you guys sharing with each other once you have your lists of numbers done	1.0
	Share with your neighbor	1.0
Eight 16 24 42 48	You already did amazing	0.0
	I see some good work going on	0.0
	Are you working	1.0
	Do you not know what to do	1.0
	The instructions are up there	0.0
	Are you doing factors or multiples	5.0
Im doing	Youre doing multiples	0.0
	Okay	0.0
	So youre supposed to find your first eight multiples	0.0
	Write it down on your whiteboard	0.0
	What are you supposed to be writing down	5.0
	Are you factors or multiples	5.0
Im multiples	Okay	0.0
	First eight multiples	0.0
	First six multiples of the number eight	0.0
	Did you read what multiples are	1.0
So its like multiplying one number by a different number	So list the first six	0.0
It can be like both answers	Mmhmm	0.0
	So eight times one is	5.0
Eight times what	So youre doing the first six multiples of the number eight	0.0
Oh okay	So eight times one is	5.0
You have to read	Thats your first one	0.0
	You can just put a comma	0.0
	And youre doing factors	0.0
Mmhmm	Of 36	0.0
	Yeah	0.0
	So factors up on the board it says you read about factors and list all the factors of 36	0.0
	So what numbers do you multiply to get 36	0.0
	All right	0.0
	Looks like a lot of you are done	0.0
	When youre done share it with your neighbor	1.0
	Maybe you guys can help each other out	2.0
	So share your answers with your neighbors	1.0
	Im going to give you about two minutes	0.0
	I want the factor person to go first	1.0
	Go	1.0
	So what is the factor and what are the factors	5.0
	Okay thank you Colin	0.0
	The factors of 36	5.0
	So all the numbers that you multiply to get	5.0
	A what	1.0
	Yeah	0.0
	All right	0.0
So what is a multiple	Okay	0.0
	So who can give a good definition of a factor	5.0
	What is a factor	5.0
	Joey	1.0
Its the number that you use to multiply to get to a number	Okay	0.0
	So a number that you multiply with another number to get a Whats that fancy word	5.0
Product	Product	3.0
	Product	0.0
	Okay so a number that you multiply with another number to get a product	0.0
	So every product has two factors right	1.0
Mmhmm	Okay	0.0
	So what are the factors of 36	5.0
	Anybody want to take a guess	1.0
	There are a lot of them	0.0
	A lot of factors of 36	0.0
	Logan	1.0
One factor of 36 is one times 36	Okay	0.0
	So Im going to write  because I want to  everything Im teaching	0.0
	Okay so factors of 36 would be one and 36	4.0
Four and nine	Four and nine	3.0
Six times six	Okay	0.0
	Any others	5.0
I have two and 18	Uhhuh	0.0
And I have three and 12	Did we get them all	1.0
Yup	Okay	0.0
	So does that seem kind of random like a random order	1.0
Yeah	So they showed you in the reference book how to make a factor rainbow	0.0
	And I think factor rainbows are super helpful because they help you make sure that you get all the numbers	0.0
	So if you can do this with me you guys stay sharp factors of 36	0.0
	Okay so were going to do a rainbow	0.0
	And were going to start with a number one to make sure we get all of them	0.0
	Are you with me Brody	1.0
Yup	You guys you need to stay with me	0.0
	Hello	1.0
	Joey stay with me	0.0
	Okay so we have one	0.0
	One times what	5.0
		3.0
	Im putting 36 way over there because its the other end of the rainbow	0.0
	Its the mate or the partner	0.0
	So these two factors when multiplied we get 36	0.0
	Okay so I started with one	0.0
	Im just going to count up	0.0
	Two	0.0
	Does two go into 36	1.0
Yes	Yes because its an even number	4.0
	So two and 18	0.0
	And then Im going to go to the next number three	0.0
	Does three go into 36	1.0
Yes	Yes it does	4.0
	Three times 12	4.0
	Thank you	0.0
	And Im going to go to the next number	0.0
	Does four go into 36	1.0
	Yes	0.0
Four nines	Four times nine	4.0
	And then Im going to go to five	0.0
	Does five go into 36	1.0
No	No it does not because it doesnt end in five or zero	4.0
	And then Im going to go to six	0.0
	Does six go into 36	1.0
Yes	Yes	3.0
	And since it multiplies times itself Im only going to list it once	0.0
	And it is a special kind of number	0.0
	It is called a square number because its array is square	0.0
	Its a six by six and I dont have to list the six twice	0.0
	And then I dont have to do seven because I know that Ive already got the other side of that with six six times six	0.0
	Right	0.0
	But I could do seven	0.0
	Seven doesnt go in	0.0
	Eight doesnt go into 36	0.0
	Nine does	0.0
	But I already have it here because the mate to it is here	0.0
	Here	0.0
	Okay	0.0
	So factor rainbows are very cool because you just are listing the factor pairs	0.0
